"movie.name","movie.cast","movie.link","year","votes","rating"
"A Malvada","Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter","http://www.imdb.com/title/tt0042192/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_139",1950,117754,8.2
"Fugindo do Inferno","John Sturges (dir.), Steve McQueen, James Garner","http://www.imdb.com/title/tt0057115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_140",1963,219886,8.2
"Cassino","Martin Scorsese (dir.), Robert De Niro, Sharon Stone","http://www.imdb.com/title/tt0112641/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_141",1995,453355,8.2
"O Labirinto do Fauno","Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil","http://www.imdb.com/title/tt0457430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_142",2006,607392,8.2
"O Lobo de Wall Street","Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill","http://www.imdb.com/title/tt0993846/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_143",2013,1142899,8.2
"O Segredo dos Seus Olhos","Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil","http://www.imdb.com/title/tt1305806/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_144",2009,188060,8.2
"Jogos, Trapaças e Dois Canos Fumegantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher","http://www.imdb.com/title/tt0120735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_145",1998,524899,8.1
"Meu Amigo Totoro","Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka","http://www.imdb.com/title/tt0096283/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_146",1988,278849,8.1
"Touro Indomável","Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty","http://www.imdb.com/title/tt0081398/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_147",1980,314092,8.1
"Sangue Negro","Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano","http://www.imdb.com/title/tt0469494/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_148",2007,503497,8.1
"Julgamento em Nuremberg","Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster","http://www.imdb.com/title/tt0055031/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_149",1961,67443,8.1
"O Tesouro da Sierra Madre","John Huston (dir.), Humphrey Bogart, Walter Huston","http://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_150",1948,111604,8.1
"Três Anúncios para um Crime","Martin McDonagh (dir.), Frances McDormand, Woody Harrelson","http://www.imdb.com/title/tt5027774/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_151",2017,412332,8.1
"Meu Pai e Meu Filho","Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan","http://www.imdb.com/title/tt0476735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_152",2005,76123,8.1
"Disque M para Matar","Alfred Hitchcock (dir.), Ray Milland, Grace Kelly","http://www.imdb.com/title/tt0046912/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_153",1954,153523,8.1
"Em Busca do Ouro","Charles Chaplin (dir.), Charles Chaplin, Mack Swain","http://www.imdb.com/title/tt0015864/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_154",1925,97608,8.1
"Chinatown","Roman Polanski (dir.), Jack Nicholson, Faye Dunaway","http://www.imdb.com/title/tt0071315/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_155",1974,287122,8.1
"Ilha do Medo","Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer","http://www.imdb.com/title/tt1130884/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_156",2010,1097209,8.1
"V de Vingança","James McTeigue (dir.), Hugo Weaving, Natalie Portman","http://www.imdb.com/title/tt0434409/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_157",2005,1010462,8.1
"Onde os Fracos Não Têm Vez","Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem","http://www.imdb.com/title/tt0477348/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_158",2007,832578,8.1
"O Sétimo Selo","Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand","http://www.imdb.com/title/tt0050976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_159",1957,159536,8.1
"Divertida Mente","Pete Docter (dir.), Amy Poehler, Bill Hader","http://www.imdb.com/title/tt2096673/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_160",2015,593251,8.1
"Guerreiro","Gavin O'Connor (dir.), Tom Hardy, Nick Nolte","http://www.imdb.com/title/tt1291584/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_161",2011,427872,8.1
"O Homem Elefante","David Lynch (dir.), Anthony Hopkins, John Hurt","http://www.imdb.com/title/tt0080678/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_162",1980,214703,8.1
"Trainspotting: Sem Limites","Danny Boyle (dir.), Ewan McGregor, Ewen Bremner","http://www.imdb.com/title/tt0117951/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_163",1996,623800,8.1
"O Sexto Sentido","M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment","http://www.imdb.com/title/tt0167404/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_164",1999,895045,8.1
"O Enigma de Outro Mundo","John Carpenter (dir.), Kurt Russell, Wilford Brimley","http://www.imdb.com/title/tt0084787/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_165",1982,360505,8.1
"Jurassic Park: O Parque dos Dinossauros","Steven Spielberg (dir.), Sam Neill, Laura Dern","http://www.imdb.com/title/tt0107290/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_166",1993,846892,8.1
"...E o Vento Levou","Victor Fleming (dir.), Clark Gable, Vivien Leigh","http://www.imdb.com/title/tt0031381/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_167",1939,284249,8.1
"Morangos Silvestres","Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson","http://www.imdb.com/title/tt0050986/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_168",1957,92953,8.1
"O Show de Truman: O Show da Vida","Peter Weir (dir.), Jim Carrey, Ed Harris","http://www.imdb.com/title/tt0120382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_169",1998,911534,8.1
"Procurando Nemo","Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres","http://www.imdb.com/title/tt0266543/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_170",2003,928718,8.1
"Blade Runner: O Caçador de Androides","Ridley Scott (dir.), Harrison Ford, Rutger Hauer","http://www.imdb.com/title/tt0083658/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_171",1982,678604,8.1
"O Quarto de Jack","Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay","http://www.imdb.com/title/tt3170832/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_172",2015,357905,8.1
"A Ponte do Rio Kwai","David Lean (dir.), William Holden, Alec Guinness","http://www.imdb.com/title/tt0050212/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_173",1957,198896,8.1
"Stalker","Andrei Tarkovsky (dir.), Alisa Freyndlikh, Aleksandr Kaydanovskiy","http://www.imdb.com/title/tt0079944/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_174",1979,112169,8.1
"Kill Bill: Volume 1","Quentin Tarantino (dir.), Uma Thurman, David Carradine","http://www.imdb.com/title/tt0266697/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_175",2003,978085,8.1
"Fargo: Uma Comédia de Erros","Joel Coen (dir.), William H. Macy, Frances McDormand","http://www.imdb.com/title/tt0116282/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_176",1996,601425,8.1
"Era uma Vez em Tóquio","Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama","http://www.imdb.com/title/tt0046438/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_177",1953,50561,8.1
"O 3º Homem","Carol Reed (dir.), Orson Welles, Joseph Cotten","http://www.imdb.com/title/tt0041959/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_178",1949,155375,8.1
"Sindicato de Ladrões","Elia Kazan (dir.), Marlon Brando, Karl Malden","http://www.imdb.com/title/tt0047296/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_179",1954,138690,8.1
"Memórias de um Assassino","Bong Joon Ho (dir.), Kang-ho Song, Sang-kyung Kim","http://www.imdb.com/title/tt0353969/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_180",2003,128433,8.1
"Gran Torino","Clint Eastwood (dir.), Clint Eastwood, Bee Vang","http://www.imdb.com/title/tt1205489/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_181",2008,707610,8.1
"O Franco Atirador","Michael Cimino (dir.), Robert De Niro, Christopher Walken","http://www.imdb.com/title/tt0077416/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_182",1978,304652,8.1
"Relatos Selvagens","Damián Szifron (dir.), Darío Grandinetti, María Marull","http://www.imdb.com/title/tt3011894/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_183",2014,170742,8.1
"Klaus","Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons","http://www.imdb.com/title/tt4729430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_184",2019,75138,8.1
"Assassinato às Cegas","Sriram Raghavan (dir.), Ayushmann Khurrana, Tabu","http://www.imdb.com/title/tt8108198/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_185",2018,65996,8.1
"Em Nome do Pai","Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite","http://www.imdb.com/title/tt0107207/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_186",1993,152965,8.1
"Mary e Max: Uma Amizade Diferente","Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman","http://www.imdb.com/title/tt0978762/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_187",2009,161228,8.1
"Garota Exemplar","David Fincher (dir.), Ben Affleck, Rosamund Pike","http://www.imdb.com/title/tt2267998/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_188",2014,834408,8.1
"Até o Último Homem","Mel Gibson (dir.), Andrew Garfield, Sam Worthington","http://www.imdb.com/title/tt2119532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_189",2016,418937,8.1
"O Grande Hotel Budapeste","Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham","http://www.imdb.com/title/tt2278388/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_190",2014,688268,8.1
"O Grande Lebowski","Joel Coen (dir.), Jeff Bridges, John Goodman","http://www.imdb.com/title/tt0118715/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_191",1998,714655,8.1
"Antes do Amanhecer","Richard Linklater (dir.), Ethan Hawke, Julie Delpy","http://www.imdb.com/title/tt0112471/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_192",1995,263230,8.1
"Prenda-me se for Capaz","Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks","http://www.imdb.com/title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_193",2002,801463,8.1
"O Bandido","Yavuz Turgul (dir.), Sener Sen, Ugur Yücel","http://www.imdb.com/title/tt0116231/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_194",1996,61952,8.1
"Quando Duas Mulheres Pecam","Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann","http://www.imdb.com/title/tt0060827/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_195",1966,99033,8.1
"Ford vs Ferrari","James Mangold (dir.), Matt Damon, Christian Bale","http://www.imdb.com/title/tt1950186/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_196",2019,253693,8.1
"Ser ou Não Ser","Ernst Lubitsch (dir.), Carole Lombard, Jack Benny","http://www.imdb.com/title/tt0035446/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_197",1942,27593,8.1
"Os Suspeitos","Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal","http://www.imdb.com/title/tt1392214/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_198",2013,581857,8.1
"A General","Clyde Bruckman (dir.), Buster Keaton, Marion Mack","http://www.imdb.com/title/tt0017925/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_199",1926,78849,8.1
"Como Treinar o Seu Dragão","Dean DeBlois (dir.), Jay Baruchel, Gerard Butler","http://www.imdb.com/title/tt0892769/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_200",2010,651987,8.1
"Bancando o Águia","Buster Keaton (dir.), Buster Keaton, Kathryn McGuire","http://www.imdb.com/title/tt0015324/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_201",1924,39716,8.1
"A Mulher Faz o Homem","Frank Capra (dir.), James Stewart, Jean Arthur","http://www.imdb.com/title/tt0031679/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_202",1939,104633,8.1
"12 Anos de Escravidão","Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams","http://www.imdb.com/title/tt2024544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_203",2013,625186,8.1
"Barry Lyndon","Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson","http://www.imdb.com/title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_204",1975,145509,8.1
"Mad Max: Estrada da Fúria","George Miller (dir.), Tom Hardy, Charlize Theron","http://www.imdb.com/title/tt1392190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_205",2015,857377,8.1
"Rede de Intrigas","Sidney Lumet (dir.), Faye Dunaway, William Holden","http://www.imdb.com/title/tt0074958/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_206",1976,142029,8.1
"Conta Comigo","Rob Reiner (dir.), Wil Wheaton, River Phoenix","http://www.imdb.com/title/tt0092005/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_207",1986,356088,8.1
"Menina de Ouro","Clint Eastwood (dir.), Hilary Swank, Clint Eastwood","http://www.imdb.com/title/tt0405159/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=X37ZVGM5SQKW747MFCE5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_208",2004,623773,8.1
